id_cliente,frecuencia_compra,id_suscripcion,id_metodo_pago_frecuente
2357,Mensual,1,2
2358,Quincenal,1,4
2359,Semanal,2,1
2360,Diaria,1,3
2361,Quincenal,1,3
2362,Semanal,1,1
2363,Semanal,2,2
2364,Semanal,1,3
2365,Mensual,1,4
2366,Quincenal,1,1
2367,Quincenal,1,1
2368,Mensual,1,3
2369,Mensual,2,4
2370,Quincenal,2,2
2371,Quincenal,2,3
2372,Quincenal,3,3
2373,Diaria,3,2
2374,Mensual,2,1
2375,Mensual,1,4
2376,Semanal,2,3
2377,Semanal,1,4
2378,Quincenal,1,4
2379,Mensual,1,2
2380,Mensual,1,2
2381,Quincenal,1,1
2382,Semanal,2,2
2383,Semanal,2,5
2384,Semanal,1,1
2385,Quincenal,1,2
2386,Diaria,1,4
2387,Diaria,1,4
2388,Diaria,1,3
2389,Diaria,1,4
2390,Semanal,1,1
2391,Quincenal,2,1
2392,Diaria,1,3
2393,Quincenal,2,1
2394,Diaria,3,2
2395,Mensual,1,5
2396,Mensual,1,5
2397,Mensual,2,2
2398,Quincenal,2,1
2399,Semanal,2,5
2400,Semanal,1,4
2401,Mensual,2,1
2402,Mensual,2,5
2403,Quincenal,2,1
2404,Mensual,3,4
2405,Mensual,2,4
2406,Mensual,2,2
2407,Diaria,2,4
2408,Semanal,1,3
2409,Diaria,1,1
2410,Diaria,2,2
2411,Diaria,2,5
2412,Diaria,1,4
2413,Semanal,1,4
2414,Mensual,2,4
2415,Quincenal,1,2
2416,Quincenal,1,2
2417,Diaria,3,1
2418,Semanal,3,5
2419,Semanal,1,3
2420,Mensual,1,4
2421,Mensual,1,4
2422,Quincenal,2,3
2423,Quincenal,1,4
2424,Diaria,1,4
2425,Diaria,1,4
2426,Mensual,1,1
2427,Mensual,2,2
2428,Mensual,2,1
2429,Quincenal,1,5
2430,Diaria,1,1
2431,Mensual,1,2
2432,Semanal,1,3
2433,Diaria,1,4
2434,Quincenal,1,1
2435,Diaria,1,4
2436,Mensual,1,1
2437,Quincenal,1,3
2438,Diaria,3,2
2439,Mensual,1,5
2440,Mensual,1,1
2441,Quincenal,1,3
2442,Quincenal,2,5
2443,Quincenal,2,3
2444,Diaria,1,1
2445,Mensual,3,1
2446,Diaria,2,1
2447,Quincenal,1,3
2448,Semanal,1,1
2449,Quincenal,2,2
2450,Semanal,1,2
2451,Quincenal,1,1
2452,Mensual,1,1
2453,Diaria,2,3
2454,Mensual,1,4
2455,Mensual,1,5
2456,Quincenal,2,2
2457,Mensual,1,1
2458,Mensual,1,4
2459,Semanal,2,1
2460,Mensual,2,4
2461,Quincenal,2,2
2462,Semanal,2,1
2463,Semanal,1,1
2464,Diaria,1,3
2465,Quincenal,3,1
2466,Quincenal,1,3
2467,Quincenal,1,1
2468,Quincenal,2,4
2469,Semanal,2,2
2470,Semanal,1,3
2471,Quincenal,1,2
2472,Diaria,1,2
2473,Diaria,2,4
2474,Quincenal,1,1
2475,Quincenal,1,2
2476,Quincenal,1,3
2477,Diaria,1,2
2478,Quincenal,1,5
2479,Semanal,3,3
2480,Diaria,2,4
2481,Mensual,2,4
2482,Semanal,1,2
2483,Quincenal,3,2
2484,Quincenal,1,2
2485,Mensual,1,5
2486,Semanal,2,4
2487,Mensual,1,4
2488,Quincenal,2,2
2489,Quincenal,2,3
2490,Quincenal,3,4
2491,Diaria,3,2
2492,Mensual,1,1
2493,Diaria,1,1
2494,Mensual,1,3
2495,Mensual,3,1
2496,Quincenal,2,2
2497,Semanal,2,2
2498,Mensual,1,4
2499,Semanal,1,2
2500,Mensual,1,2
2501,Semanal,1,1
2502,Diaria,1,1
2503,Semanal,1,2
2504,Mensual,2,3
2505,Diaria,3,3
2506,Diaria,1,2
2507,Diaria,2,2
2508,Quincenal,1,4
2509,Mensual,1,2
2510,Diaria,2,1
2511,Quincenal,2,4
2512,Quincenal,1,1
2513,Diaria,2,4
2514,Mensual,2,4
2515,Semanal,1,2
2516,Mensual,1,3
2517,Diaria,3,1
2518,Quincenal,2,3
2519,Mensual,2,3
2520,Mensual,1,3
2521,Semanal,1,5
2522,Mensual,1,2
2523,Quincenal,1,2
2524,Diaria,1,2
2525,Quincenal,3,2
2526,Mensual,2,2
2527,Semanal,1,5
2528,Semanal,3,4
2529,Quincenal,1,1
2530,Mensual,1,1
2531,Quincenal,1,3
2532,Diaria,1,3
2533,Semanal,1,4
2534,Semanal,1,3
2535,Mensual,1,1
2536,Mensual,1,1
2537,Mensual,1,4
2538,Mensual,3,4
2539,Diaria,1,1
2540,Mensual,2,5
2541,Diaria,2,1
2542,Semanal,2,5
2543,Mensual,1,1
2544,Mensual,1,1
2545,Diaria,1,1
2546,Mensual,1,1
2547,Semanal,1,4
2548,Diaria,1,3
2549,Diaria,1,3
2550,Mensual,2,1
2551,Mensual,2,1
2552,Quincenal,1,3
2553,Diaria,1,2
2554,Semanal,2,2
2555,Mensual,1,1
2556,Diaria,2,4
2557,Diaria,1,2
2558,Mensual,1,4
2559,Quincenal,2,2
2560,Diaria,2,2
2561,Mensual,3,4
2562,Mensual,1,3
2563,Semanal,1,3
2564,Mensual,1,3
2565,Quincenal,1,1
2566,Mensual,1,3
2567,Quincenal,1,4
2568,Quincenal,1,5
2569,Mensual,3,1
2570,Semanal,2,1
2571,Mensual,1,2
2572,Diaria,1,4
2573,Mensual,2,1
2574,Diaria,1,2
2575,Semanal,1,1
2576,Mensual,3,1
2577,Quincenal,2,5
2578,Mensual,1,3
2579,Mensual,1,2
2580,Mensual,2,1
2581,Semanal,1,1
2582,Quincenal,1,5
2583,Diaria,1,1
2584,Diaria,1,5
2585,Diaria,1,3
2586,Quincenal,1,3
2587,Quincenal,1,4
2588,Mensual,1,1
2589,Quincenal,1,2
2590,Quincenal,3,3
2591,Semanal,1,3
2592,Diaria,3,2
2593,Diaria,2,4
2594,Quincenal,2,1
2595,Diaria,2,1
2596,Diaria,2,2
2597,Quincenal,2,4
2598,Semanal,1,5
2599,Diaria,2,3
2600,Quincenal,3,4
2601,Diaria,1,5
2602,Mensual,1,4
2603,Diaria,2,2
2604,Quincenal,3,2
2605,Mensual,2,3
2606,Quincenal,3,4
2607,Quincenal,2,5
2608,Semanal,1,1
2609,Quincenal,3,5
2610,Mensual,1,4
2611,Mensual,2,3
2612,Mensual,1,1
2613,Quincenal,2,2
2614,Diaria,1,2
2615,Quincenal,3,1
2616,Mensual,2,5
2617,Quincenal,1,2
2618,Mensual,1,2
2619,Quincenal,1,4
2620,Semanal,2,4
2621,Mensual,1,1
2622,Quincenal,2,4
2623,Diaria,1,3
2624,Mensual,1,3
2625,Quincenal,1,3
2626,Diaria,1,2
2627,Diaria,1,2
2628,Diaria,3,4
2629,Semanal,2,2
2630,Quincenal,1,4
2631,Mensual,1,3
2632,Mensual,1,3
2633,Mensual,2,5
2634,Semanal,1,2
2635,Mensual,2,3
2636,Diaria,1,4
2637,Diaria,1,1
2638,Quincenal,1,1
2639,Diaria,2,1
2640,Quincenal,2,1
2641,Mensual,2,1
2642,Semanal,1,4
2643,Semanal,3,1
2644,Semanal,3,1
2645,Quincenal,2,4
2646,Mensual,1,3
2647,Mensual,2,5
2648,Diaria,2,1
2649,Quincenal,2,4
2650,Semanal,2,2
2651,Quincenal,1,3
2652,Quincenal,3,4
2653,Mensual,2,1
2654,Semanal,2,1
2655,Diaria,1,4
2656,Quincenal,2,4
2657,Mensual,1,5
2658,Mensual,2,5
2659,Quincenal,2,3
2660,Quincenal,2,3
2661,Mensual,1,1
2662,Semanal,1,2
2663,Semanal,1,2
2664,Quincenal,3,3
2665,Mensual,1,4
2666,Diaria,3,3
2667,Mensual,3,2
2668,Quincenal,1,5
2669,Semanal,1,4
2670,Quincenal,1,4
2671,Semanal,1,1
2672,Diaria,1,5
2673,Quincenal,2,1
2674,Quincenal,1,4
2675,Quincenal,1,4
2676,Diaria,3,4
2677,Mensual,1,4
2678,Semanal,2,5
2679,Diaria,2,1
2680,Semanal,2,2
2681,Mensual,1,1
2682,Semanal,1,1
2683,Semanal,1,4
2684,Semanal,2,2
2685,Semanal,2,3
2686,Quincenal,2,3
2687,Diaria,2,1
2688,Quincenal,1,5
2689,Semanal,1,3
2690,Mensual,1,1
2691,Diaria,2,2
2692,Semanal,2,1
2693,Diaria,1,1
2694,Semanal,1,4
2695,Diaria,2,3
2696,Mensual,1,4
2697,Semanal,2,3
2698,Semanal,3,3
2699,Quincenal,1,4
2700,Diaria,1,4
2701,Quincenal,1,3
2702,Quincenal,2,3
2703,Diaria,2,3
2704,Semanal,1,4
2705,Mensual,2,1
2706,Semanal,1,3
2707,Diaria,2,3
2708,Mensual,1,1
2709,Mensual,1,2
2710,Diaria,1,2
2711,Quincenal,1,3
2712,Mensual,3,4
2713,Diaria,1,4
2714,Semanal,1,3
2715,Quincenal,1,1
2716,Mensual,1,1
2717,Mensual,3,3
2718,Diaria,2,2
2719,Mensual,1,3
2720,Mensual,1,2
2721,Diaria,1,1
2722,Mensual,3,1
2723,Mensual,2,3
2724,Mensual,1,2
2725,Mensual,2,4
2726,Semanal,1,1
2727,Mensual,1,3
2728,Diaria,2,4
2729,Mensual,1,3
2730,Quincenal,1,3
2731,Mensual,1,2
2732,Mensual,1,1
2733,Quincenal,2,4
2734,Diaria,3,1
2735,Semanal,1,3
2736,Mensual,1,4
2737,Diaria,3,4
2738,Diaria,1,4
2739,Quincenal,1,4
2740,Semanal,1,5
2741,Diaria,1,2
2742,Quincenal,1,3
2743,Quincenal,1,3
2744,Mensual,1,1
2745,Semanal,1,4
2746,Diaria,1,3
2747,Mensual,2,2
2748,Diaria,2,4
2749,Mensual,1,2
2750,Quincenal,1,4
2751,Quincenal,2,3
2752,Quincenal,2,2
2753,Diaria,1,1
2754,Diaria,1,2
2755,Quincenal,1,2
2756,Mensual,3,2
2757,Mensual,2,5
2758,Mensual,2,2
2759,Diaria,2,3
2760,Diaria,1,1
2761,Mensual,2,1
2762,Diaria,2,1
2763,Diaria,2,1
2764,Quincenal,2,4
2765,Diaria,2,4
2766,Mensual,1,4
2767,Diaria,1,5
2768,Mensual,2,3
2769,Quincenal,3,5
2770,Diaria,2,1
2771,Diaria,1,4
2772,Diaria,1,2
2773,Mensual,1,1
2774,Mensual,2,3
2775,Semanal,1,1
2776,Diaria,1,3
2777,Quincenal,2,3
2778,Mensual,1,1
2779,Semanal,2,1
2780,Mensual,2,4
2781,Diaria,2,1
2782,Mensual,1,3
2783,Diaria,1,1
2784,Quincenal,1,3
2785,Quincenal,2,2
2786,Quincenal,1,1
2787,Diaria,3,1
2788,Semanal,1,4
2789,Semanal,3,3
2790,Mensual,1,2
2791,Semanal,3,4
2792,Diaria,1,1
2793,Diaria,1,1
2794,Diaria,1,4
2795,Semanal,2,5
2796,Diaria,1,4
2797,Diaria,3,1
2798,Mensual,1,1
2799,Semanal,1,3
2800,Semanal,2,1
2801,Diaria,1,5
2802,Semanal,1,2
2803,Semanal,1,4
2804,Diaria,1,1
2805,Quincenal,1,1
2806,Semanal,1,1
2807,Semanal,2,3
2808,Mensual,2,4
2809,Semanal,2,2
2810,Diaria,1,4
2811,Mensual,1,4
2812,Semanal,1,1
2813,Quincenal,1,3
2814,Quincenal,2,1
2815,Quincenal,2,2
2816,Quincenal,1,5
2817,Mensual,1,4
2818,Diaria,1,2
2819,Mensual,1,4
2820,Quincenal,2,4
2821,Diaria,1,4
2822,Quincenal,1,3
2823,Diaria,2,4
2824,Quincenal,1,4
2825,Diaria,1,4
2826,Quincenal,1,2
2827,Mensual,1,5
2828,Diaria,1,1
2829,Diaria,1,4
2830,Quincenal,1,4
2831,Semanal,3,3
2832,Mensual,1,5
2833,Semanal,1,2
2834,Diaria,1,2
2835,Semanal,1,2
2836,Mensual,2,4
2837,Diaria,1,4
2838,Quincenal,2,3
2839,Semanal,1,4
2840,Quincenal,2,4
2841,Diaria,1,4
2842,Semanal,1,4
2843,Mensual,1,4
2844,Quincenal,1,3
2845,Diaria,2,1
2846,Diaria,2,2
2847,Quincenal,2,4
2848,Mensual,1,1
2849,Quincenal,2,3
2850,Mensual,1,4
2851,Diaria,1,1
2852,Quincenal,1,3
2853,Diaria,3,4
2854,Quincenal,3,4
2855,Mensual,1,3
2856,Diaria,2,1
2857,Semanal,2,1
2858,Semanal,1,2
2859,Diaria,1,2
2860,Quincenal,1,4
2861,Diaria,1,4
2862,Diaria,1,4
2863,Quincenal,2,1
2864,Semanal,3,1
2865,Mensual,2,1
2866,Mensual,1,1
2867,Quincenal,1,4
2868,Mensual,1,1
2869,Diaria,2,4
2870,Semanal,1,4
2871,Diaria,1,4
2872,Diaria,3,1
2873,Quincenal,3,2
2874,Semanal,1,3
2875,Quincenal,1,4
2876,Mensual,1,2
2877,Semanal,2,4
2878,Diaria,1,1
2879,Semanal,2,1
2880,Quincenal,2,1
2881,Semanal,1,4
2882,Mensual,1,4
2883,Semanal,2,2
2884,Diaria,1,2
2885,Semanal,1,4
2886,Mensual,1,3
2887,Semanal,3,4
2888,Quincenal,1,4
2889,Quincenal,1,3
2890,Quincenal,2,4
2891,Semanal,1,3
2892,Quincenal,1,1
2893,Diaria,2,2
2894,Quincenal,1,3
2895,Quincenal,1,3
2896,Diaria,3,3
2897,Quincenal,1,3
2898,Mensual,1,4
2899,Quincenal,1,4
2900,Quincenal,1,4
2901,Quincenal,1,5
2902,Diaria,2,3
2903,Quincenal,1,4
2904,Semanal,1,4
2905,Semanal,2,4
2906,Semanal,2,4
2907,Diaria,1,1
2908,Semanal,1,4
2909,Diaria,1,5
2910,Quincenal,1,5
2911,Quincenal,1,3
2912,Diaria,1,4
2913,Quincenal,1,4
2914,Mensual,2,3
2915,Quincenal,2,2
2916,Quincenal,2,1
2917,Diaria,2,1
2918,Diaria,2,3
2919,Semanal,2,1
2920,Quincenal,1,3
2921,Quincenal,1,4
2922,Quincenal,1,2
2923,Mensual,1,2
2924,Semanal,1,2
2925,Mensual,1,2
2926,Mensual,3,5
2927,Mensual,1,5
2928,Semanal,1,4
2929,Diaria,1,4
2930,Mensual,3,5
2931,Semanal,1,3
2932,Semanal,2,1
2933,Quincenal,2,4
2934,Quincenal,1,1
2935,Diaria,2,1
2936,Quincenal,1,5
2937,Mensual,3,2
2938,Semanal,1,1
2939,Mensual,1,4
2940,Quincenal,1,5
2941,Diaria,1,3
2942,Semanal,1,3
2943,Diaria,1,1
2944,Semanal,1,2
2945,Semanal,1,3
2946,Diaria,2,4
2947,Diaria,1,2
2948,Diaria,1,3
2949,Semanal,2,1
2950,Mensual,1,4
2951,Diaria,1,3
2952,Diaria,1,5
2953,Semanal,2,1
2954,Semanal,1,4
2955,Diaria,1,3
2956,Quincenal,1,4
2957,Diaria,1,4
2958,Mensual,2,2
2959,Diaria,1,2
2960,Diaria,2,1
2961,Semanal,1,4
2962,Mensual,1,2
2963,Semanal,1,2
2964,Mensual,1,1
2965,Semanal,1,4
2966,Semanal,1,5
2967,Diaria,1,1
2968,Mensual,1,1
2969,Semanal,1,4
2970,Quincenal,1,4
2971,Diaria,1,2
2972,Semanal,1,5
2973,Quincenal,1,3
2974,Mensual,2,2
2975,Mensual,2,3
2976,Quincenal,3,1
2977,Diaria,1,5
2978,Diaria,1,3
2979,Quincenal,2,1
2980,Quincenal,3,2
2981,Diaria,2,4
2982,Diaria,2,1
2983,Semanal,1,3
2984,Quincenal,1,3
2985,Semanal,1,3
2986,Quincenal,1,5
2987,Quincenal,2,2
2988,Diaria,2,1
2989,Semanal,1,1
2990,Diaria,1,1
2991,Semanal,2,3
2992,Semanal,1,3
2993,Quincenal,2,3
2994,Semanal,1,2
2995,Diaria,2,1
2996,Mensual,2,3
2997,Semanal,2,4
2998,Mensual,1,2
2999,Semanal,3,4
3000,Semanal,1,3
