tiempo_total_min,minutos_retraso,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,franja_horaria,es_hora_pico,valor_pedido_soles
18.4,0.0,0.787,2.399,9.3,1,mañana,0,82.44
8.3,0.0,0.76,1.19,3.0,1,noche,0,57.49
30.1,0.1,1.897,2.802,13.9,0,tarde,1,66.89
25.9,0.0,1.952,2.771,10.4,1,tarde,1,77.63
22.5,0.0,3.741,2.247,2.1,1,tarde,1,94.31
31.0,1.0,0.394,1.282,21.0,0,tarde,1,79.96
13.1,0.0,1.259,2.821,3.0,1,noche,0,24.34
14.3,0.0,1.125,1.762,9.1,1,noche,0,92.28
15.5,0.0,1.126,2.215,8.5,1,noche,0,20.38
21.0,0.0,0.39,3.156,10.4,1,noche,0,38.55
17.5,0.0,1.631,1.391,9.7,1,noche,0,86.72
28.5,0.0,3.401,0.854,13.0,1,noche,1,54.25
18.8,0.0,1.789,1.674,14.3,1,mañana,0,76.97
11.7,0.0,1.754,2.051,4.7,1,mañana,0,81.95
13.9,0.0,1.674,3.008,6.1,1,mañana,0,92.68
19.6,0.0,1.345,1.485,14.6,1,mañana,0,17.36
12.1,0.0,1.922,0.719,5.7,1,mañana,0,84.65
17.5,0.0,2.02,1.453,10.2,1,mañana,0,62.1
9.9,0.0,1.07,1.772,4.1,1,mañana,0,63.51
19.4,0.0,1.336,2.493,10.7,1,mañana,0,16.74
18.3,0.0,1.676,2.161,9.6,1,mañana,0,64.99
12.1,0.0,1.4,2.051,4.9,1,mañana,0,58.11
15.7,0.0,0.892,2.53,5.5,1,mañana,0,80.84
8.4,0.0,0.74,0.713,7.2,1,mañana,0,62.22
17.9,0.0,1.928,2.229,8.2,1,tarde,0,38.97
12.4,0.0,0.863,2.115,4.6,1,tarde,0,60.35
13.3,0.0,0.55,1.168,7.9,1,tarde,0,72.93
20.1,0.0,1.151,1.662,12.3,1,tarde,0,69.95
16.9,0.0,1.012,1.124,11.6,1,noche,0,43.2
9.3,0.0,1.464,2.044,5.4,1,mañana,0,44.4
16.9,0.0,0.704,1.608,8.7,1,mañana,0,69.44
19.4,0.0,1.114,2.466,12.6,1,noche,0,74.67
17.7,0.0,1.225,1.478,9.5,1,noche,0,16.46
21.7,0.0,0.708,0.954,17.4,1,tarde,1,15.78
24.2,0.0,3.011,1.844,7.8,1,tarde,1,94.67
20.1,0.0,1.354,1.467,10.8,1,mañana,0,27.64
32.8,2.8,2.358,1.66,17.2,0,tarde,1,59.67
27.1,0.0,2.477,2.571,13.5,1,tarde,1,17.18
26.8,0.0,2.842,1.286,11.2,1,tarde,1,33.44
30.9,0.9,2.638,1.633,18.8,0,noche,1,54.01
11.9,0.0,1.39,1.044,8.0,1,noche,0,64.63
20.6,0.0,1.051,1.892,13.2,1,mañana,0,50.02
9.7,0.0,1.074,0.293,10.9,1,mañana,0,81.7
26.2,0.0,0.794,2.83,11.7,1,noche,1,28.74
29.5,0.0,1.609,1.141,18.4,1,noche,1,45.15
18.7,0.0,1.61,2.248,8.8,1,mañana,0,82.72
12.1,0.0,1.311,0.897,9.4,1,mañana,0,82.38
32.0,2.0,2.729,3.03,10.2,0,tarde,1,81.29
25.9,0.0,3.146,2.317,9.2,1,tarde,1,47.64
19.5,0.0,2.023,2.404,7.9,1,mañana,0,41.24
13.1,0.0,1.394,1.978,6.1,1,mañana,0,15.62
22.4,0.0,0.6,2.455,17.6,1,tarde,1,53.78
10.3,0.0,0.748,1.959,7.2,1,mañana,0,85.38
10.1,0.0,0.354,2.635,6.6,1,mañana,0,22.89
14.1,0.0,1.629,1.633,7.1,1,tarde,0,54.94
17.1,0.0,1.451,1.783,8.3,1,tarde,0,53.48
20.2,0.0,1.242,2.169,13.6,1,tarde,0,33.8
13.7,0.0,0.991,1.733,7.7,1,mañana,0,38.18
12.8,0.0,0.637,1.522,8.5,1,mañana,0,81.04
9.8,0.0,1.083,0.634,6.7,1,mañana,0,24.91
31.7,1.7,3.654,1.294,15.9,0,tarde,1,35.38
23.4,0.0,1.546,3.165,11.5,1,mañana,0,57.79
23.3,0.0,0.727,3.271,15.6,1,mañana,0,60.87
15.2,0.0,0.511,1.835,12.4,1,noche,0,69.65
20.3,0.0,0.999,2.358,12.3,1,noche,0,71.83
11.0,0.0,1.25,1.925,3.0,1,noche,0,65.01
23.3,0.0,1.078,1.62,15.9,1,noche,0,69.37
14.5,0.0,0.554,1.749,9.6,1,mañana,0,31.42
9.2,0.0,0.27,1.081,8.7,1,mañana,0,24.68
15.2,0.0,1.679,1.367,9.4,1,noche,0,52.11
14.5,0.0,0.757,0.995,12.8,1,noche,0,32.69
19.8,0.0,1.212,0.913,16.8,1,noche,0,88.69
9.2,0.0,0.626,0.534,4.7,1,noche,0,83.48
9.9,0.0,1.286,2.418,1.4,1,tarde,0,76.86
11.3,0.0,1.263,0.917,5.2,1,mañana,0,74.44
18.4,0.0,0.466,2.254,10.2,1,noche,0,51.61
17.6,0.0,1.972,1.249,11.1,1,noche,0,37.11
21.2,0.0,1.465,2.453,11.5,1,mañana,0,89.09
9.7,0.0,1.31,0.535,4.7,1,mañana,0,80.08
13.4,0.0,1.496,2.886,8.1,1,tarde,0,17.19
11.0,0.0,1.198,1.676,5.8,1,tarde,0,28.97
10.8,0.0,0.818,0.862,5.7,1,noche,0,45.71
18.8,0.0,1.643,1.482,10.9,1,noche,0,52.92
14.6,0.0,1.819,1.121,8.4,1,mañana,0,80.74
15.0,0.0,0.885,2.867,3.5,1,mañana,0,44.48
16.7,0.0,0.389,2.547,11.0,1,noche,0,63.3
13.9,0.0,1.204,1.407,10.9,1,tarde,0,31.25
17.4,0.0,0.479,2.288,11.5,1,noche,0,39.13
16.4,0.0,1.092,2.037,9.8,1,tarde,0,84.57
15.6,0.0,1.451,2.436,9.4,1,tarde,0,40.22
20.7,0.0,1.044,2.118,14.9,1,noche,0,78.38
14.9,0.0,1.51,2.415,5.3,1,noche,0,27.87
17.8,0.0,0.917,1.651,9.8,1,noche,0,94.81
21.3,0.0,1.209,3.032,14.1,1,noche,0,16.94
14.1,0.0,0.781,2.5,8.5,1,noche,0,91.77
12.8,0.0,1.306,2.459,5.2,1,noche,0,27.82
15.2,0.0,1.285,3.044,5.6,1,noche,0,60.61
12.2,0.0,1.616,0.701,11.3,1,mañana,0,93.09
33.3,3.3,2.793,2.477,13.8,0,noche,1,69.99
29.1,0.0,3.64,0.615,14.1,1,noche,1,69.85
26.4,0.0,2.092,1.076,15.3,1,noche,1,47.28
30.6,0.6,2.259,3.345,10.4,0,noche,1,59.39
33.9,3.9,0.51,2.519,25.7,0,tarde,1,20.06
15.8,0.0,1.202,1.847,7.2,1,mañana,0,50.97
19.5,0.0,0.354,2.465,12.1,1,noche,0,36.15
14.8,0.0,2.469,1.177,1.8,1,tarde,1,68.6
11.3,0.0,0.785,3.036,4.8,1,noche,0,57.5
25.5,0.0,2.653,2.379,8.4,1,noche,1,21.23
19.0,0.0,3.574,1.008,2.2,1,noche,1,65.6
26.7,0.0,2.517,2.195,11.0,1,noche,1,22.35
9.5,0.0,0.766,1.225,7.5,1,noche,0,52.06
17.2,0.0,1.428,1.167,11.1,1,noche,0,53.34
12.3,0.0,0.715,2.554,6.7,1,mañana,0,50.06
17.9,0.0,0.594,2.483,10.4,1,mañana,0,66.66
31.2,1.2,0.666,2.465,19.7,0,tarde,1,59.76
20.6,0.0,2.74,3.244,2.7,1,tarde,1,72.12
9.5,0.0,1.157,0.593,4.0,1,noche,0,21.17
16.4,0.0,1.424,2.564,8.7,1,noche,0,21.69
31.5,1.5,1.306,2.09,18.1,0,noche,1,36.5
23.4,0.0,1.937,1.463,12.7,1,noche,1,36.63
14.9,0.0,0.681,0.874,11.6,1,noche,1,89.04
25.8,0.0,2.947,2.228,6.0,1,noche,1,25.95
17.2,0.0,1.175,2.336,11.1,1,mañana,0,25.44
14.2,0.0,1.384,0.954,9.5,1,mañana,0,71.87
11.9,0.0,0.905,2.168,9.6,1,mañana,0,21.29
35.2,5.2,2.62,2.617,13.0,0,tarde,1,76.93
19.3,0.0,1.864,1.985,7.5,1,tarde,1,93.04
25.6,0.0,2.657,1.49,14.6,1,noche,1,68.52
23.9,0.0,1.335,2.008,13.5,1,noche,1,40.03
30.7,0.7,2.762,2.852,13.0,0,noche,1,68.72
29.3,0.0,1.245,1.66,18.9,1,noche,1,66.05
34.6,4.6,2.407,2.251,18.4,0,noche,1,28.07
13.4,0.0,1.422,1.54,7.3,1,tarde,0,94.68
8.7,0.0,1.45,2.603,2.1,1,mañana,0,54.48
17.3,0.0,0.843,2.524,12.9,1,noche,0,88.35
13.6,0.0,1.332,2.614,3.0,1,noche,0,71.39
15.6,0.0,1.219,1.721,6.6,1,noche,0,94.43
9.8,0.0,1.624,1.045,6.7,1,mañana,0,88.21
29.6,0.0,2.951,0.771,17.4,1,noche,1,50.38
18.6,0.0,1.027,2.274,10.7,1,mañana,0,63.36
13.3,0.0,1.491,0.733,9.2,1,mañana,0,81.32
16.2,0.0,1.267,3.175,5.8,1,mañana,0,33.49
15.9,0.0,1.258,2.582,6.9,1,tarde,0,52.39
12.7,0.0,1.461,0.707,6.6,1,noche,0,74.96
21.9,0.0,0.577,2.452,15.0,1,noche,0,72.1
12.1,0.0,0.742,2.248,5.4,1,noche,0,77.32
20.1,0.0,1.467,1.445,13.2,1,noche,0,56.07
10.8,0.0,1.08,2.842,2.6,1,noche,0,43.67
18.4,0.0,0.819,1.823,12.5,1,noche,0,81.23
13.6,0.0,1.276,1.843,9.2,1,mañana,0,46.1
12.9,0.0,1.705,2.613,5.6,1,mañana,0,59.37
15.3,0.0,1.169,2.447,10.2,1,mañana,0,89.28
14.0,0.0,0.812,2.111,8.5,1,mañana,0,33.22
8.4,0.0,0.617,2.724,3.8,1,mañana,0,79.21
14.8,0.0,0.53,1.529,12.9,1,tarde,0,84.47
19.9,0.0,1.363,2.379,13.2,1,mañana,0,41.47
10.1,0.0,0.751,1.204,3.5,1,mañana,0,78.94
16.4,0.0,1.326,1.445,9.3,1,mañana,0,49.84
12.6,0.0,0.809,0.639,10.1,1,mañana,0,76.25
31.6,1.6,1.527,2.681,18.8,0,noche,1,60.98
25.2,0.0,1.274,3.032,13.5,1,noche,1,83.86
25.3,0.0,2.087,2.271,10.8,1,tarde,1,40.64
25.7,0.0,0.592,1.91,15.8,1,tarde,1,19.27
13.1,0.0,1.204,2.795,4.8,1,noche,0,23.43
8.0,0.0,0.815,0.351,6.4,1,noche,0,48.38
8.3,0.0,0.496,0.98,7.5,1,mañana,0,44.02
11.6,0.0,1.85,1.173,4.0,1,mañana,0,63.01
7.2,0.0,0.589,1.546,2.2,1,mañana,0,75.19
15.7,0.0,1.297,2.84,8.6,1,noche,0,15.01
12.8,0.0,0.528,1.892,8.4,1,noche,0,33.66
12.9,0.0,1.329,1.763,8.5,1,noche,0,62.96
12.2,0.0,1.748,2.415,5.0,1,noche,0,77.58
16.5,0.0,1.371,2.635,7.6,1,mañana,0,49.55
17.4,0.0,1.491,2.78,9.2,1,mañana,0,43.43
5.0,0.0,1.545,1.051,2.4,1,mañana,0,64.42
17.4,0.0,1.106,2.247,9.7,1,noche,0,60.93
15.8,0.0,0.852,1.024,11.6,1,noche,0,29.88
9.0,0.0,1.277,1.118,6.4,1,mañana,0,36.69
10.6,0.0,2.035,0.825,5.7,1,mañana,0,76.65
9.8,0.0,1.091,2.551,2.4,1,noche,0,51.19
13.2,0.0,0.274,2.327,10.5,1,tarde,0,24.25
13.5,0.0,1.39,1.776,6.8,1,tarde,0,57.78
5.0,0.0,1.034,0.719,2.1,1,tarde,0,24.46
22.9,0.0,0.428,2.628,16.6,1,mañana,0,39.42
9.4,0.0,1.153,0.574,6.5,1,mañana,0,84.59
15.9,0.0,0.565,1.0,11.4,1,noche,0,94.97
13.4,0.0,1.024,2.396,6.6,1,tarde,0,19.0
23.3,0.0,1.474,1.89,13.8,1,tarde,0,17.23
10.9,0.0,1.361,2.018,6.4,1,tarde,0,63.75
12.3,0.0,0.259,1.645,10.3,1,noche,0,36.12
17.1,0.0,1.676,1.733,6.3,1,noche,0,33.59
16.4,0.0,0.294,2.938,13.5,1,noche,0,78.2
15.8,0.0,1.261,2.54,6.7,1,mañana,0,48.81
28.5,0.0,2.008,1.541,15.6,1,noche,1,42.11
21.2,0.0,2.177,1.753,9.0,1,noche,1,75.84
8.2,0.0,1.646,1.378,1.7,1,tarde,0,32.63
8.4,0.0,1.529,2.061,1.3,1,tarde,0,54.44
14.3,0.0,1.551,3.073,6.5,1,tarde,0,94.66
29.7,0.0,2.966,2.038,8.9,1,tarde,1,28.66
27.3,0.0,2.072,0.814,16.5,1,tarde,1,19.42
21.9,0.0,2.841,0.732,7.5,1,tarde,1,55.47
25.5,0.0,2.544,0.059,14.9,1,tarde,1,15.4
13.3,0.0,1.084,1.007,8.7,1,noche,0,73.6
12.6,0.0,0.976,1.304,8.5,1,noche,0,80.8
11.4,0.0,1.258,2.847,3.1,1,mañana,0,70.73
18.1,0.0,1.183,1.101,10.7,1,mañana,0,70.6
24.8,0.0,4.098,0.46,8.9,1,noche,1,41.62
29.8,0.0,3.049,2.035,14.7,1,noche,1,49.86
12.7,0.0,1.467,1.798,2.2,1,noche,0,81.21
9.0,0.0,1.163,2.795,1.7,1,noche,0,49.4
15.2,0.0,0.781,1.722,9.2,1,noche,0,89.14
20.0,0.0,0.432,3.009,14.0,1,noche,0,20.61
14.6,0.0,1.471,1.951,7.4,1,tarde,0,73.7
9.0,0.0,1.332,0.869,4.4,1,tarde,0,32.93
20.9,0.0,0.381,1.934,13.3,1,mañana,0,43.82
20.2,0.0,2.952,0.689,10.5,1,tarde,1,78.49
31.9,1.9,1.371,2.646,14.0,0,tarde,1,51.96
7.1,0.0,1.646,2.346,0.0,1,mañana,0,36.76
19.0,0.0,1.456,0.996,11.5,1,mañana,0,91.68
32.9,2.9,0.469,3.139,22.7,0,tarde,1,62.87
12.2,0.0,1.076,0.664,7.8,1,tarde,0,54.15
13.1,0.0,1.283,2.917,7.8,1,tarde,0,90.51
13.7,0.0,1.244,0.908,9.7,1,noche,0,40.4
16.1,0.0,1.118,1.602,7.5,1,noche,0,67.79
24.6,0.0,3.114,1.954,7.0,1,noche,1,33.02
31.9,1.9,2.29,1.728,17.1,0,tarde,1,21.59
20.4,0.0,2.6,2.207,6.4,1,tarde,1,32.88
12.2,0.0,1.16,1.838,5.6,1,noche,0,91.47
17.6,0.0,1.609,2.477,8.0,1,noche,0,42.42
17.5,0.0,1.366,2.135,15.1,1,mañana,0,32.71
16.7,0.0,1.396,2.725,6.2,1,tarde,0,82.4
8.2,0.0,0.612,1.632,3.5,1,tarde,0,86.69
9.7,0.0,0.807,1.503,7.1,1,noche,0,53.44
20.2,0.0,0.806,2.707,11.6,1,tarde,0,93.83
6.4,0.0,0.812,1.455,3.6,1,tarde,0,46.2
16.8,0.0,1.122,1.57,10.5,1,tarde,0,66.43
33.4,3.4,2.733,1.288,18.1,0,noche,1,63.0
22.7,0.0,3.558,0.818,9.4,1,noche,1,30.86
20.4,0.0,3.269,1.922,3.8,1,noche,1,90.79
14.6,0.0,1.115,2.101,9.7,1,noche,0,94.33
7.6,0.0,0.725,1.763,5.3,1,mañana,0,26.37
22.9,0.0,3.036,1.032,9.8,1,noche,1,72.81
29.8,0.0,3.671,2.285,8.5,1,tarde,1,59.79
5.0,0.0,1.85,1.32,0.3,1,noche,0,50.93
10.5,0.0,1.097,2.385,6.0,1,noche,0,85.67
38.0,8.0,2.825,2.727,20.0,0,noche,1,56.72
18.0,0.0,1.041,2.854,10.2,1,mañana,0,28.58
13.5,0.0,1.159,2.774,8.4,1,mañana,0,60.06
17.4,0.0,0.745,2.196,11.1,1,noche,0,20.54
7.0,0.0,1.597,0.927,4.0,1,mañana,0,31.9
23.3,0.0,3.758,2.578,4.1,1,noche,1,43.32
11.9,0.0,0.919,2.215,7.4,1,mañana,0,86.92
24.3,0.0,3.098,1.123,9.1,1,noche,1,15.9
30.9,0.9,3.299,0.331,14.1,0,noche,1,32.36
13.2,0.0,0.524,2.283,9.6,1,tarde,0,17.83
12.5,0.0,1.461,2.136,5.5,1,noche,0,59.18
8.4,0.0,0.997,1.75,7.1,1,noche,0,89.79
8.8,0.0,0.826,0.531,5.0,1,tarde,0,33.13
14.1,0.0,1.206,1.963,7.8,1,tarde,0,64.13
13.0,0.0,1.448,1.321,11.4,1,mañana,0,61.18
18.8,0.0,1.227,1.314,13.9,1,mañana,0,27.58
20.7,0.0,0.856,1.943,16.0,1,mañana,0,23.27
33.4,3.4,2.609,2.147,17.1,0,noche,1,27.81
26.4,0.0,3.575,2.911,8.8,1,noche,1,93.47
24.0,0.0,0.696,1.883,13.0,1,noche,0,21.01
16.6,0.0,0.778,1.969,10.8,1,noche,0,75.19
30.5,0.5,1.174,2.567,18.3,0,noche,0,89.02
16.3,0.0,1.542,3.046,4.1,1,noche,0,23.59
15.3,0.0,1.266,1.25,13.2,1,noche,0,42.19
11.7,0.0,1.345,1.303,4.8,1,mañana,0,15.78
9.3,0.0,1.379,1.34,4.4,1,mañana,0,90.41
10.1,0.0,0.699,1.647,5.5,1,mañana,0,20.74
5.5,0.0,1.087,2.099,0.0,1,noche,0,15.54
11.2,0.0,0.651,3.156,3.7,1,noche,0,82.66
13.9,0.0,1.323,2.346,6.7,1,tarde,0,47.57
27.8,0.0,2.451,1.697,13.5,1,tarde,1,31.6
20.0,0.0,1.038,2.429,9.3,1,noche,0,57.46
26.8,0.0,2.856,2.087,11.4,1,noche,1,41.31
30.3,0.3,1.022,2.697,17.8,0,noche,1,72.48
12.3,0.0,1.424,2.738,6.8,1,noche,0,36.91
16.5,0.0,1.033,1.901,10.0,1,mañana,0,54.86
12.6,0.0,1.255,0.401,10.5,1,mañana,0,86.87
22.4,0.0,1.127,1.275,14.2,1,mañana,0,93.01
9.0,0.0,1.626,0.984,4.8,1,mañana,0,65.36
11.0,0.0,0.318,1.385,4.6,1,mañana,0,35.08
10.4,0.0,0.532,1.789,7.7,1,noche,0,51.23
20.7,0.0,1.084,1.977,11.3,1,noche,0,32.11
17.3,0.0,1.187,2.705,6.0,1,tarde,0,48.06
29.5,0.0,0.533,2.015,24.2,1,tarde,0,59.62
22.6,0.0,3.007,1.893,6.7,1,tarde,1,78.55
31.8,1.8,3.546,1.992,11.7,0,tarde,1,53.97
12.7,0.0,1.838,0.918,5.6,1,mañana,0,65.77
25.3,0.0,0.595,1.154,15.0,1,mañana,0,17.84
12.2,0.0,0.905,1.515,7.9,1,mañana,0,76.05
24.3,0.0,0.631,2.448,18.6,1,mañana,0,38.91
20.2,0.0,2.029,0.683,12.0,1,mañana,0,83.92
21.2,0.0,2.91,1.4,8.9,1,noche,1,33.41
28.4,0.0,2.564,1.166,12.4,1,noche,1,84.59
6.3,0.0,1.124,1.822,2.0,1,mañana,0,71.34
12.8,0.0,1.225,1.439,5.0,1,mañana,0,91.16
35.4,5.4,1.553,3.014,19.9,0,tarde,1,39.46
29.1,0.0,1.606,3.356,11.1,1,tarde,1,87.81
27.4,0.0,1.926,2.763,10.0,1,noche,1,85.33
23.7,0.0,1.837,2.209,11.7,1,mañana,0,81.51
25.2,0.0,0.937,1.814,13.3,1,noche,1,42.88
27.7,0.0,2.632,2.08,12.8,1,noche,1,48.14
34.3,4.3,1.897,2.378,17.8,0,noche,1,82.91
21.2,0.0,0.584,3.198,12.5,1,noche,0,91.35
20.2,0.0,0.632,1.626,16.7,1,mañana,0,48.73
7.1,0.0,0.25,0.681,7.6,1,mañana,0,60.7
12.4,0.0,1.427,1.212,8.4,1,mañana,0,90.19
7.8,0.0,1.665,0.966,6.5,1,mañana,0,64.97
13.6,0.0,1.282,0.752,7.4,1,noche,0,36.56
16.8,0.0,0.398,2.464,13.4,1,tarde,0,88.03
8.7,0.0,1.345,2.24,6.9,1,mañana,0,17.48
13.1,0.0,0.769,2.524,4.8,1,mañana,0,86.25
5.0,0.0,0.555,2.057,0.0,1,mañana,0,89.43
11.4,0.0,1.558,1.769,3.9,1,mañana,0,35.79
24.7,0.0,1.418,2.488,15.3,1,mañana,0,49.89
13.5,0.0,1.5,1.518,7.0,1,mañana,0,17.66
12.5,0.0,0.674,0.817,11.8,1,mañana,0,77.22
13.7,0.0,0.724,2.111,5.3,1,mañana,0,41.35
18.3,0.0,1.668,1.284,12.8,1,mañana,0,17.51
30.8,0.8,1.529,0.596,27.0,0,noche,1,77.85
13.8,0.0,0.925,2.028,7.8,1,noche,0,90.09
24.8,0.0,1.619,2.967,14.5,1,noche,0,87.06
15.0,0.0,0.732,1.039,10.0,1,tarde,0,68.48
15.2,0.0,1.936,2.199,8.9,1,tarde,0,21.7
18.4,0.0,1.221,0.773,13.0,1,mañana,0,32.63
6.4,0.0,1.567,2.076,0.0,1,mañana,0,65.58
20.2,0.0,0.969,1.475,14.3,1,mañana,0,93.85
19.3,0.0,0.55,2.296,11.2,1,mañana,0,32.75
13.1,0.0,1.685,1.796,4.7,1,mañana,0,92.89
12.6,0.0,1.725,1.741,4.5,1,noche,0,92.12
10.2,0.0,0.924,1.664,3.8,1,noche,0,45.89
14.9,0.0,1.488,2.818,4.1,1,noche,0,16.4
28.0,0.0,2.032,2.4,10.9,1,tarde,1,51.37
14.5,0.0,0.832,2.315,9.5,1,noche,0,85.15
12.3,0.0,0.749,1.555,9.8,1,noche,0,23.69
21.2,0.0,0.901,1.562,15.0,1,noche,0,16.89
9.3,0.0,1.196,1.56,5.1,1,noche,0,21.69
22.1,0.0,0.863,2.149,10.3,1,tarde,1,39.75
17.6,0.0,0.57,2.668,8.3,1,mañana,0,43.39
24.5,0.0,0.447,2.396,15.4,1,mañana,0,32.22
20.2,0.0,1.58,1.601,8.2,1,tarde,0,86.05
18.2,0.0,1.453,2.732,7.4,1,tarde,0,40.39
7.7,0.0,1.125,0.981,6.6,1,mañana,0,63.19
18.5,0.0,1.324,2.758,10.4,1,mañana,0,66.57
25.1,0.0,0.994,2.36,15.2,1,noche,1,90.22
9.7,0.0,1.45,0.512,5.8,1,noche,0,59.87
9.5,0.0,1.197,1.629,2.2,1,noche,0,48.56
12.2,0.0,1.455,2.489,7.8,1,mañana,0,85.93
19.0,0.0,0.789,2.884,12.6,1,mañana,0,30.68
14.5,0.0,0.696,1.273,11.8,1,mañana,0,21.56
22.0,0.0,1.575,2.729,12.3,1,noche,0,65.33
26.5,0.0,2.833,2.005,9.5,1,noche,1,75.59
27.3,0.0,1.416,0.904,20.0,1,noche,1,38.61
34.2,4.2,1.574,2.195,20.2,0,tarde,1,48.21
24.3,0.0,1.314,2.385,11.9,1,tarde,1,92.67
37.3,7.3,3.546,3.36,13.4,0,tarde,1,51.04
11.0,0.0,0.218,0.818,9.1,1,tarde,0,91.3
13.0,0.0,1.525,1.805,6.0,1,tarde,0,18.29
16.9,0.0,1.458,1.398,10.2,1,tarde,0,73.84
6.5,0.0,1.285,1.548,3.3,1,tarde,0,52.82
13.8,0.0,1.32,0.69,8.1,1,noche,0,89.79
15.1,0.0,1.29,2.49,8.3,1,noche,0,22.71
11.3,0.0,0.738,1.895,6.1,1,noche,0,91.42
31.8,1.8,2.273,2.063,15.9,0,tarde,1,35.58
20.0,0.0,0.484,1.761,12.6,1,noche,0,74.22
22.1,0.0,1.208,2.139,12.4,1,noche,0,85.24
18.9,0.0,2.831,1.783,4.6,1,tarde,1,37.36
23.8,0.0,0.995,1.504,19.0,1,tarde,1,18.3
11.7,0.0,1.226,1.158,9.2,1,tarde,0,57.34
17.7,0.0,0.855,1.389,10.2,1,noche,0,49.73
9.8,0.0,0.941,1.414,3.0,1,noche,0,66.66
29.9,0.0,0.948,2.634,14.3,1,noche,1,28.11
16.4,0.0,1.106,2.464,10.8,1,mañana,0,82.43
16.9,0.0,1.463,2.755,7.3,1,mañana,0,56.83
19.1,0.0,1.872,2.03,10.3,1,tarde,0,51.16
20.7,0.0,1.594,2.444,12.2,1,tarde,0,46.2
17.1,0.0,0.794,2.952,8.2,1,mañana,0,84.99
15.2,0.0,1.586,1.976,7.0,1,mañana,0,56.19
12.9,0.0,0.502,3.039,11.2,1,mañana,0,67.53
14.1,0.0,1.226,2.269,4.6,1,noche,0,64.68
21.2,0.0,1.151,2.425,15.1,1,tarde,0,87.12
5.0,0.0,1.399,1.253,2.3,1,tarde,0,92.63
10.9,0.0,0.935,2.426,5.3,1,mañana,0,89.63
16.9,0.0,1.229,2.331,11.9,1,mañana,0,79.06
18.5,0.0,0.279,1.974,14.3,1,noche,0,72.54
22.6,0.0,2.585,0.531,10.8,1,tarde,1,45.21
12.5,0.0,1.423,1.813,4.3,1,tarde,0,36.28
14.2,0.0,0.825,2.025,8.4,1,tarde,0,37.08
19.5,0.0,0.975,2.649,9.6,1,tarde,0,57.87
11.0,0.0,1.602,1.118,6.4,1,noche,0,63.87
13.7,0.0,0.97,2.89,7.2,1,noche,0,51.34
7.0,0.0,0.985,2.06,1.5,1,noche,0,21.31
11.2,0.0,1.212,1.456,6.0,1,noche,0,39.99
10.3,0.0,0.748,1.639,4.6,1,tarde,0,65.98
14.2,0.0,1.137,0.835,10.9,1,tarde,0,74.37
6.5,0.0,1.433,1.214,5.2,1,tarde,0,17.81
13.6,0.0,1.288,2.28,5.5,1,tarde,0,52.0
14.9,0.0,1.897,2.525,7.9,1,tarde,0,23.04
13.1,0.0,0.278,2.285,6.6,1,tarde,0,85.6
17.4,0.0,0.987,2.29,9.4,1,mañana,0,86.61
16.6,0.0,2.156,2.158,3.7,1,noche,1,70.56
20.6,0.0,3.153,1.701,4.7,1,noche,1,62.35
19.9,0.0,2.297,0.936,9.8,1,noche,1,85.29
27.8,0.0,3.05,2.132,11.4,1,noche,1,19.13
6.4,0.0,1.735,2.165,1.1,1,noche,0,65.17
8.4,0.0,1.509,2.535,0.0,1,noche,0,36.16
17.7,0.0,1.017,2.51,9.8,1,noche,0,88.13
12.4,0.0,1.212,2.128,5.6,1,noche,0,22.47
41.3,11.3,1.649,3.196,25.2,0,noche,1,77.29
28.3,0.0,3.577,2.799,10.3,1,noche,1,45.35
23.8,0.0,3.137,0.867,11.5,1,noche,1,22.88
20.9,0.0,1.516,2.056,10.8,1,tarde,0,47.75
18.3,0.0,0.482,2.122,13.0,1,tarde,0,71.32
16.9,0.0,1.753,1.503,12.2,1,tarde,0,23.15
17.2,0.0,1.277,2.634,10.7,1,tarde,0,82.29
31.8,1.8,3.635,2.786,11.8,0,tarde,1,29.97
31.6,1.6,3.781,1.835,14.3,0,tarde,1,87.02
26.5,0.0,1.233,2.948,16.0,1,noche,0,52.86
20.3,0.0,1.114,2.326,9.9,1,noche,0,31.9
14.7,0.0,0.922,1.653,9.0,1,noche,0,56.34
13.5,0.0,1.674,1.868,6.0,1,noche,0,67.2
7.6,0.0,1.446,1.109,5.3,1,noche,0,57.2
25.8,0.0,2.871,1.909,8.9,1,noche,1,58.25
22.0,0.0,2.179,1.91,9.5,1,noche,1,49.81
11.7,0.0,1.543,1.632,6.3,1,noche,0,19.3
10.0,0.0,0.514,1.672,7.1,1,noche,0,41.06
13.8,0.0,0.248,2.274,10.4,1,noche,0,83.82
15.5,0.0,1.406,2.465,8.8,1,mañana,0,51.96
19.2,0.0,1.486,1.292,8.6,1,mañana,0,77.85
10.8,0.0,0.737,1.006,7.7,1,mañana,0,36.12
25.6,0.0,0.865,2.194,17.1,1,noche,0,79.41
16.4,0.0,0.141,2.378,9.8,1,noche,0,34.2
9.3,0.0,0.52,1.275,7.8,1,noche,0,69.34
15.8,0.0,1.176,1.206,11.5,1,noche,0,76.19
13.1,0.0,1.28,2.382,6.8,1,mañana,0,76.27
36.0,6.0,2.614,2.132,18.0,0,noche,1,31.44
