id_pedido,id_tiempo,id_zona,id_restaurante,id_repartidor,id_cliente,id_estado,tiempo_total_min,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,minutos_retraso,valor_pedido_soles,hora_dia,dia_semana,es_hora_pico
2965,2518,5,3,96,204,1,12.6,1.293,2.205,3.6,1,0.0,48.47,6,Sunday,0
5180,2518,2,8,190,1558,4,15.0,1.314,1.983,6.9,1,0.0,50.35,6,Sunday,0
7198,2518,1,6,158,164,5,5.0,1.409,1.101,4.8,1,0.0,40.34,6,Sunday,0
7736,2518,2,6,152,2558,2,20.2,1.496,1.801,12.3,1,0.0,71.02,6,Sunday,0
2967,2519,4,8,190,2724,1,11.2,1.41,2.806,2.3,1,0.0,82.64,1,Tuesday,0
8657,2519,3,9,6,611,3,21.1,1.467,2.169,11.1,1,0.0,26.46,1,Tuesday,0
2969,2520,5,9,45,554,2,16.8,1.086,2.726,9.8,1,0.0,81.09,6,Monday,0
4985,2520,1,10,116,1031,1,18.8,1.685,1.915,10.8,1,0.0,35.01,6,Monday,0
6688,2520,1,8,186,2496,1,17.1,1.454,2.005,7.9,1,0.0,88.3,6,Monday,0
7146,2520,4,1,199,143,1,17.4,1.189,2.05,12.4,1,0.0,58.29,6,Monday,0
2971,2521,4,4,45,1105,2,12.0,0.424,1.047,6.9,1,0.0,81.41,6,Tuesday,0
3265,2521,1,5,100,2034,1,15.6,0.229,2.098,11.3,1,0.0,29.59,6,Tuesday,0
2972,2522,5,7,72,1378,2,14.5,0.394,0.159,9.0,1,0.0,66.87,3,Monday,0
2973,2523,1,9,25,2582,1,11.0,1.356,1.876,7.4,1,0.0,78.16,18,Thursday,0
2974,2524,4,4,108,2379,3,16.2,1.651,2.649,6.2,1,0.0,44.98,4,Monday,0
2975,2525,2,1,112,682,1,13.4,1.684,2.061,4.7,1,0.0,82.94,18,Friday,0
6985,2525,4,4,15,1156,2,10.4,1.478,1.192,6.7,1,0.0,78.81,18,Friday,0
2976,2526,4,7,60,480,1,18.2,1.353,2.188,7.7,1,0.0,89.95,8,Sunday,0
3908,2526,5,10,3,20,1,16.5,1.159,0.3,12.3,1,0.0,20.04,8,Sunday,0
2977,2527,1,5,190,1025,2,14.9,1.353,2.589,9.6,1,0.0,40.31,16,Tuesday,0
2978,2528,4,2,86,1692,3,28.5,1.018,0.74,22.8,1,0.0,75.57,21,Thursday,1
2979,2529,2,4,8,615,1,27.6,2.178,1.406,17.4,1,0.0,34.18,21,Tuesday,1
2980,2530,3,9,43,792,1,17.5,0.926,3.301,7.3,1,0.0,38.59,3,Saturday,0
7939,2530,2,7,54,2056,4,10.5,1.786,1.464,3.5,1,0.0,64.59,3,Saturday,0
8850,2530,3,7,102,2055,1,9.0,1.448,1.433,2.9,1,0.0,88.06,3,Saturday,0
2981,2531,4,8,160,2532,2,10.9,0.65,0.912,8.3,1,0.0,84.1,3,Monday,0
2982,2532,4,6,183,473,4,21.9,3.497,0.938,10.2,1,0.0,62.58,13,Thursday,1
2984,2533,1,5,183,1081,2,20.6,1.412,2.294,12.4,1,0.0,86.66,9,Tuesday,0
2986,2534,5,8,116,874,1,19.2,1.229,0.586,11.7,1,0.0,68.77,9,Saturday,0
2987,2535,1,2,109,1064,1,25.4,0.499,2.604,17.0,1,0.0,91.4,1,Wednesday,0
4866,2535,4,9,82,587,2,24.0,1.061,2.621,16.0,1,0.0,23.6,1,Wednesday,0
2989,2536,3,5,122,1299,1,24.8,2.595,1.571,10.1,1,0.0,85.28,19,Tuesday,1
9813,2536,3,9,148,724,1,25.6,2.584,1.412,10.7,1,0.0,67.24,19,Tuesday,1
2990,2537,1,7,76,518,2,29.2,3.383,2.056,7.2,1,0.0,86.56,21,Thursday,1
8252,2537,3,1,23,2886,1,28.4,2.479,2.373,10.9,1,0.0,77.25,21,Thursday,1
2991,2538,4,2,61,1144,2,11.7,0.235,1.44,8.1,1,0.0,64.07,8,Tuesday,0
2992,2539,3,6,70,2378,1,26.2,2.938,0.37,10.9,1,0.0,49.65,19,Friday,1
2993,2540,4,7,173,1191,1,19.3,1.494,2.524,6.7,1,0.0,32.9,17,Thursday,0
2994,2541,3,4,148,2804,2,11.7,0.854,2.445,6.8,1,0.0,57.84,11,Tuesday,0
3943,2541,4,9,52,2153,2,9.5,0.949,0.58,5.1,1,0.0,88.61,11,Tuesday,0
4803,2541,1,4,16,598,1,17.4,0.918,1.715,9.8,1,0.0,59.96,11,Tuesday,0
2995,2542,2,7,79,2042,1,23.6,2.705,1.886,10.0,1,0.0,37.68,21,Monday,1
4196,2542,1,10,49,2309,1,25.2,2.424,1.294,10.6,1,0.0,53.8,21,Monday,1
8127,2542,5,2,101,400,4,22.2,1.847,1.662,10.1,1,0.0,58.93,21,Monday,1
8289,2542,5,7,175,876,4,30.7,3.125,1.675,12.4,0,0.7,23.78,21,Monday,1
2996,2543,4,5,25,2724,2,16.0,0.716,1.077,13.4,1,0.0,53.23,11,Tuesday,0
2997,2544,4,6,145,878,1,15.0,1.681,2.674,5.7,1,0.0,15.33,22,Saturday,0
2998,2545,5,2,92,693,2,7.1,1.676,0.999,2.7,1,0.0,74.02,4,Monday,0
8746,2545,3,7,136,2496,2,17.4,1.393,2.704,6.4,1,0.0,39.57,4,Monday,0
3000,2546,4,4,69,145,1,20.9,0.789,1.744,13.6,1,0.0,62.75,1,Monday,0
3002,2547,4,10,100,1991,5,10.9,1.173,1.391,6.7,1,0.0,29.83,18,Thursday,0
3004,2548,3,3,26,2770,1,15.2,0.613,2.138,10.9,1,0.0,35.35,10,Thursday,0
8834,2548,3,5,72,558,2,12.4,1.096,0.547,7.3,1,0.0,55.54,10,Thursday,0
3005,2549,3,3,88,207,2,32.1,3.275,2.376,14.0,0,2.1,38.0,13,Monday,1
9634,2549,1,7,163,1648,3,31.0,2.496,2.252,12.7,0,1.0,48.96,13,Monday,1
3006,2550,5,3,94,1471,1,16.7,1.132,2.374,11.7,1,0.0,76.29,0,Thursday,0
3007,2551,1,8,185,2568,1,10.0,1.413,0.741,5.1,1,0.0,32.8,22,Tuesday,0
3008,2552,4,2,28,121,1,14.8,1.523,2.34,9.4,1,0.0,31.6,23,Wednesday,0
3010,2553,5,3,122,243,1,12.3,1.419,2.055,7.7,1,0.0,71.31,3,Saturday,0
6641,2553,3,8,190,2673,1,11.3,0.568,1.26,8.3,1,0.0,49.62,3,Saturday,0
8938,2553,1,2,174,1739,1,19.4,0.795,2.838,10.9,1,0.0,33.88,3,Saturday,0
3011,2554,1,4,32,923,1,17.7,1.014,2.703,6.7,1,0.0,64.44,5,Sunday,0
6280,2554,3,9,21,1436,2,17.5,1.436,3.377,7.9,1,0.0,91.35,5,Sunday,0
3012,2555,1,9,160,950,1,14.2,1.012,3.292,5.7,1,0.0,44.79,18,Thursday,0
3013,2556,5,8,113,948,2,8.4,1.183,1.096,5.1,1,0.0,93.77,9,Wednesday,0
7775,2556,4,9,72,1833,1,19.2,0.795,2.611,11.0,1,0.0,88.27,9,Wednesday,0
3014,2557,1,2,113,2000,1,27.1,2.386,2.516,9.7,1,0.0,39.69,21,Saturday,1
8389,2557,2,3,71,1482,1,29.3,2.528,3.332,7.9,1,0.0,45.33,21,Saturday,1
3016,2558,5,3,124,2424,4,11.1,0.749,0.877,8.9,1,0.0,37.43,0,Monday,0
8931,2558,4,9,48,1078,1,14.1,1.605,1.841,9.9,1,0.0,24.51,0,Monday,0
3017,2559,4,3,56,137,3,26.5,2.776,1.815,11.6,1,0.0,90.78,14,Wednesday,1
3018,2560,5,1,24,410,1,19.2,0.434,2.912,14.5,1,0.0,87.43,17,Saturday,0
3020,2561,5,8,25,2206,2,18.8,1.243,1.353,11.1,1,0.0,17.2,11,Saturday,0
3021,2562,3,1,77,521,1,17.6,1.345,2.103,9.6,1,0.0,92.9,6,Friday,0
3023,2563,5,4,89,1953,2,23.5,1.269,0.727,15.1,1,0.0,17.74,5,Friday,0
3024,2564,3,10,107,2211,2,20.6,3.267,1.391,6.3,1,0.0,75.28,14,Monday,1
5870,2564,2,4,92,1405,2,37.4,3.065,2.379,20.9,0,7.4,20.56,14,Monday,1
7172,2564,2,6,156,2344,2,28.7,3.505,1.387,12.5,1,0.0,40.16,14,Monday,1
3025,2565,3,6,67,228,1,27.9,2.683,2.449,12.4,1,0.0,92.58,20,Wednesday,1
4054,2565,2,6,68,2024,1,24.4,3.503,2.156,7.8,1,0.0,88.77,20,Wednesday,1
4539,2565,1,5,26,341,1,31.5,3.588,1.526,14.5,0,1.5,24.7,20,Wednesday,1
3026,2566,1,2,45,199,1,14.1,1.887,2.271,4.1,1,0.0,60.12,3,Tuesday,0
3372,2566,4,3,74,2182,2,14.1,0.89,0.704,7.0,1,0.0,86.8,3,Tuesday,0
3027,2567,3,7,78,137,1,19.3,0.982,0.695,14.6,1,0.0,65.21,5,Thursday,0
4424,2567,2,8,5,619,2,14.5,1.118,1.647,8.8,1,0.0,94.91,5,Thursday,0
3028,2568,1,9,66,23,1,29.4,2.798,3.193,11.0,1,0.0,39.75,12,Sunday,1
3029,2569,3,1,138,1806,1,10.6,1.794,1.123,7.2,1,0.0,73.54,6,Saturday,0
5581,2569,1,2,76,2835,1,18.3,0.893,2.174,13.3,1,0.0,21.2,6,Saturday,0
9729,2569,1,4,184,1588,1,15.6,0.556,1.401,9.3,1,0.0,79.48,6,Saturday,0
3030,2570,1,6,109,248,1,17.3,0.7,2.019,10.6,1,0.0,40.3,4,Thursday,0
3031,2571,3,9,175,2695,3,15.9,1.387,2.228,9.2,1,0.0,43.23,17,Friday,0
5058,2571,1,9,4,2819,1,7.7,1.517,1.873,2.5,1,0.0,36.56,17,Friday,0
3034,2572,3,3,66,1199,1,10.9,1.265,0.249,6.4,1,0.0,48.06,17,Monday,0
3037,2573,3,6,80,1575,4,32.8,3.747,2.717,12.7,0,2.8,60.95,13,Thursday,1
3038,2574,5,9,129,2025,2,18.4,0.787,2.399,9.3,1,0.0,82.44,9,Tuesday,0
3039,2575,3,8,83,1017,1,8.3,0.76,1.19,3.0,1,0.0,57.49,2,Monday,0
3041,2576,4,7,54,464,2,30.1,1.897,2.802,13.9,0,0.1,66.89,14,Thursday,1
6256,2576,4,6,67,2480,1,25.9,1.952,2.771,10.4,1,0.0,77.63,14,Thursday,1
9186,2576,5,8,92,429,2,22.5,3.741,2.247,2.1,1,0.0,94.31,14,Thursday,1
9940,2576,2,10,157,397,3,31.0,0.394,1.282,21.0,0,1.0,79.96,14,Thursday,1
3042,2577,4,10,161,1536,1,13.1,1.259,2.821,3.0,1,0.0,24.34,0,Tuesday,0
3043,2578,1,4,29,1113,1,14.3,1.125,1.762,9.1,1,0.0,92.28,22,Friday,0
4321,2578,5,10,158,839,1,15.5,1.126,2.215,8.5,1,0.0,20.38,22,Friday,0
6717,2578,5,3,159,2926,1,21.0,0.39,3.156,10.4,1,0.0,38.55,22,Friday,0
6870,2578,1,9,79,1484,2,17.5,1.631,1.391,9.7,1,0.0,86.72,22,Friday,0
3045,2579,3,5,69,2252,2,28.5,3.401,0.854,13.0,1,0.0,54.25,21,Tuesday,1
3047,2580,5,10,122,1594,2,18.8,1.789,1.674,14.3,1,0.0,76.97,5,Thursday,0
3732,2580,3,5,115,2158,2,11.7,1.754,2.051,4.7,1,0.0,81.95,5,Thursday,0
4780,2580,3,8,60,2080,1,13.9,1.674,3.008,6.1,1,0.0,92.68,5,Thursday,0
7306,2580,5,10,102,2838,3,19.6,1.345,1.485,14.6,1,0.0,17.36,5,Thursday,0
3050,2581,5,6,120,2789,1,12.1,1.922,0.719,5.7,1,0.0,84.65,7,Sunday,0
6326,2581,1,2,10,2583,2,17.5,2.02,1.453,10.2,1,0.0,62.1,7,Sunday,0
6616,2581,1,3,62,2435,2,9.9,1.07,1.772,4.1,1,0.0,63.51,7,Sunday,0
3051,2582,2,3,176,1929,2,19.4,1.336,2.493,10.7,1,0.0,16.74,10,Tuesday,0
3052,2583,1,10,37,853,1,18.3,1.676,2.161,9.6,1,0.0,64.99,5,Monday,0
5433,2583,4,6,28,2265,1,12.1,1.4,2.051,4.9,1,0.0,58.11,5,Monday,0
5707,2583,1,7,151,2560,1,15.7,0.892,2.53,5.5,1,0.0,80.84,5,Monday,0
6105,2583,3,3,164,2304,2,8.4,0.74,0.713,7.2,1,0.0,62.22,5,Monday,0
3053,2584,5,1,46,1771,2,17.9,1.928,2.229,8.2,1,0.0,38.97,17,Thursday,0
3514,2584,5,1,177,1253,2,12.4,0.863,2.115,4.6,1,0.0,60.35,17,Thursday,0
5257,2584,5,9,140,33,3,13.3,0.55,1.168,7.9,1,0.0,72.93,17,Thursday,0
9915,2584,1,4,103,2935,4,20.1,1.151,1.662,12.3,1,0.0,69.95,17,Thursday,0
3054,2585,1,3,157,2512,2,16.9,1.012,1.124,11.6,1,0.0,43.2,4,Saturday,0
3056,2586,4,2,99,1771,1,9.3,1.464,2.044,5.4,1,0.0,44.4,5,Wednesday,0
6065,2586,2,9,63,814,3,16.9,0.704,1.608,8.7,1,0.0,69.44,5,Wednesday,0
3057,2587,5,10,74,652,3,19.4,1.114,2.466,12.6,1,0.0,74.67,23,Saturday,0
5376,2587,3,5,87,2517,2,17.7,1.225,1.478,9.5,1,0.0,16.46,23,Saturday,0
3058,2588,4,5,188,735,2,21.7,0.708,0.954,17.4,1,0.0,15.78,12,Saturday,1
8898,2588,3,5,96,2302,3,24.2,3.011,1.844,7.8,1,0.0,94.67,12,Saturday,1
3059,2589,5,3,114,2529,1,20.1,1.354,1.467,10.8,1,0.0,27.64,10,Wednesday,0
3060,2590,4,5,119,2898,1,32.8,2.358,1.66,17.2,0,2.8,59.67,13,Monday,1
3404,2590,4,5,49,531,1,27.1,2.477,2.571,13.5,1,0.0,17.18,13,Monday,1
8278,2590,5,5,147,2118,1,26.8,2.842,1.286,11.2,1,0.0,33.44,13,Monday,1
3061,2591,5,4,66,2040,1,30.9,2.638,1.633,18.8,0,0.9,54.01,19,Friday,1
3062,2592,2,10,98,1285,1,11.9,1.39,1.044,8.0,1,0.0,64.63,22,Tuesday,0
3064,2593,5,10,26,1193,1,20.6,1.051,1.892,13.2,1,0.0,50.02,7,Thursday,0
3353,2593,1,8,2,2420,1,9.7,1.074,0.293,10.9,1,0.0,81.7,7,Thursday,0
3068,2594,5,10,41,315,1,26.2,0.794,2.83,11.7,1,0.0,28.74,19,Tuesday,1
3796,2594,5,10,133,1048,1,29.5,1.609,1.141,18.4,1,0.0,45.15,19,Tuesday,1
3069,2595,4,3,152,1747,1,18.7,1.61,2.248,8.8,1,0.0,82.72,10,Tuesday,0
6908,2595,5,7,184,2108,1,12.1,1.311,0.897,9.4,1,0.0,82.38,10,Tuesday,0
3070,2596,5,3,22,263,3,32.0,2.729,3.03,10.2,0,2.0,81.29,14,Sunday,1
3299,2596,3,7,36,869,1,25.9,3.146,2.317,9.2,1,0.0,47.64,14,Sunday,1
3071,2597,1,1,161,1665,2,19.5,2.023,2.404,7.9,1,0.0,41.24,5,Thursday,0
9884,2597,1,4,114,1393,5,13.1,1.394,1.978,6.1,1,0.0,15.62,5,Thursday,0
3072,2598,1,3,112,1709,1,22.4,0.6,2.455,17.6,1,0.0,53.78,13,Monday,1
3074,2599,2,5,190,2123,3,10.3,0.748,1.959,7.2,1,0.0,85.38,9,Saturday,0
7679,2599,5,7,161,1311,1,10.1,0.354,2.635,6.6,1,0.0,22.89,9,Saturday,0
3075,2600,4,8,85,1451,1,14.1,1.629,1.633,7.1,1,0.0,54.94,15,Friday,0
4170,2600,5,6,10,2548,3,17.1,1.451,1.783,8.3,1,0.0,53.48,15,Friday,0
6417,2600,5,7,22,339,2,20.2,1.242,2.169,13.6,1,0.0,33.8,15,Friday,0
3076,2601,2,9,77,1143,1,13.7,0.991,1.733,7.7,1,0.0,38.18,7,Wednesday,0
6382,2601,1,1,169,1138,2,12.8,0.637,1.522,8.5,1,0.0,81.04,7,Wednesday,0
3077,2602,5,5,113,2741,1,9.8,1.083,0.634,6.7,1,0.0,24.91,9,Friday,0
3078,2603,5,7,106,2973,1,31.7,3.654,1.294,15.9,0,1.7,35.38,12,Thursday,1
3079,2604,4,9,68,901,1,23.4,1.546,3.165,11.5,1,0.0,57.79,8,Sunday,0
4589,2604,3,9,148,2516,1,23.3,0.727,3.271,15.6,1,0.0,60.87,8,Sunday,0
3080,2605,1,10,81,1031,2,15.2,0.511,1.835,12.4,1,0.0,69.65,18,Sunday,0
3081,2606,1,8,138,25,5,20.3,0.999,2.358,12.3,1,0.0,71.83,3,Monday,0
3082,2607,1,8,124,1976,1,11.0,1.25,1.925,3.0,1,0.0,65.01,4,Sunday,0
6329,2607,4,1,186,2379,2,23.3,1.078,1.62,15.9,1,0.0,69.37,4,Sunday,0
3083,2608,2,7,163,2425,1,14.5,0.554,1.749,9.6,1,0.0,31.42,8,Monday,0
7068,2608,2,4,95,1834,1,9.2,0.27,1.081,8.7,1,0.0,24.68,8,Monday,0
3084,2609,1,6,72,2819,5,15.2,1.679,1.367,9.4,1,0.0,52.11,0,Tuesday,0
7810,2609,4,4,54,1877,3,14.5,0.757,0.995,12.8,1,0.0,32.69,0,Tuesday,0
8514,2609,2,10,124,1814,2,19.8,1.212,0.913,16.8,1,0.0,88.69,0,Tuesday,0
9520,2609,2,8,62,1420,1,9.2,0.626,0.534,4.7,1,0.0,83.48,0,Tuesday,0
3085,2610,5,9,152,2185,2,9.9,1.286,2.418,1.4,1,0.0,76.86,16,Friday,0
3086,2611,1,2,144,2211,1,11.3,1.263,0.917,5.2,1,0.0,74.44,8,Friday,0
3087,2612,3,6,58,1523,2,18.4,0.466,2.254,10.2,1,0.0,51.61,18,Tuesday,0
6754,2612,1,9,16,2662,1,17.6,1.972,1.249,11.1,1,0.0,37.11,18,Tuesday,0
3089,2613,2,7,16,2535,1,21.2,1.465,2.453,11.5,1,0.0,89.09,8,Monday,0
4268,2613,1,4,48,2098,1,9.7,1.31,0.535,4.7,1,0.0,80.08,8,Monday,0
3092,2614,4,9,2,1134,1,13.4,1.496,2.886,8.1,1,0.0,17.19,17,Tuesday,0
8367,2614,3,9,154,327,1,11.0,1.198,1.676,5.8,1,0.0,28.97,17,Tuesday,0
3093,2615,2,4,145,2799,4,10.8,0.818,0.862,5.7,1,0.0,45.71,1,Thursday,0
3098,2616,1,6,195,1416,2,18.8,1.643,1.482,10.9,1,0.0,52.92,1,Saturday,0
3099,2617,1,6,27,521,2,14.6,1.819,1.121,8.4,1,0.0,80.74,10,Sunday,0
7568,2617,4,6,117,603,1,15.0,0.885,2.867,3.5,1,0.0,44.48,10,Sunday,0
3100,2618,2,1,55,886,1,16.7,0.389,2.547,11.0,1,0.0,63.3,23,Thursday,0
3101,2619,3,7,146,618,3,13.9,1.204,1.407,10.9,1,0.0,31.25,15,Tuesday,0
3102,2620,4,4,32,834,1,17.4,0.479,2.288,11.5,1,0.0,39.13,4,Sunday,0
3103,2621,2,10,111,1219,2,16.4,1.092,2.037,9.8,1,0.0,84.57,16,Wednesday,0
9034,2621,5,7,168,1693,2,15.6,1.451,2.436,9.4,1,0.0,40.22,16,Wednesday,0
3104,2622,5,6,96,1724,2,20.7,1.044,2.118,14.9,1,0.0,78.38,0,Saturday,0
7538,2622,2,10,147,2082,1,14.9,1.51,2.415,5.3,1,0.0,27.87,0,Saturday,0
9438,2622,1,2,65,48,2,17.8,0.917,1.651,9.8,1,0.0,94.81,0,Saturday,0
3107,2623,5,4,80,1005,1,21.3,1.209,3.032,14.1,1,0.0,16.94,22,Monday,0
9191,2623,3,8,92,2229,5,14.1,0.781,2.5,8.5,1,0.0,91.77,22,Monday,0
3108,2624,5,7,81,1953,1,12.8,1.306,2.459,5.2,1,0.0,27.82,2,Sunday,0
7795,2624,3,7,82,2115,1,15.2,1.285,3.044,5.6,1,0.0,60.61,2,Sunday,0
3109,2625,2,7,38,825,2,12.2,1.616,0.701,11.3,1,0.0,93.09,8,Friday,0
3110,2626,5,1,93,407,1,33.3,2.793,2.477,13.8,0,3.3,69.99,21,Sunday,1
3111,2627,1,7,130,2658,4,29.1,3.64,0.615,14.1,1,0.0,69.85,21,Wednesday,1
6603,2627,2,9,89,605,1,26.4,2.092,1.076,15.3,1,0.0,47.28,21,Wednesday,1
8528,2627,3,4,18,976,1,30.6,2.259,3.345,10.4,0,0.6,59.39,21,Wednesday,1
3112,2628,5,7,41,1993,4,33.9,0.51,2.519,25.7,0,3.9,20.06,12,Saturday,1
3113,2629,3,5,35,643,1,15.8,1.202,1.847,7.2,1,0.0,50.97,5,Friday,0
3114,2630,5,10,186,18,1,19.5,0.354,2.465,12.1,1,0.0,36.15,4,Friday,0
3116,2631,1,6,130,2817,1,14.8,2.469,1.177,1.8,1,0.0,68.6,13,Sunday,1
3117,2632,1,7,186,2277,2,11.3,0.785,3.036,4.8,1,0.0,57.5,0,Thursday,0
3119,2633,4,1,43,490,1,25.5,2.653,2.379,8.4,1,0.0,21.23,19,Thursday,1
3308,2633,2,4,48,2551,2,19.0,3.574,1.008,2.2,1,0.0,65.6,19,Thursday,1
9599,2633,4,3,175,1186,1,26.7,2.517,2.195,11.0,1,0.0,22.35,19,Thursday,1
3123,2634,4,6,35,2944,1,9.5,0.766,1.225,7.5,1,0.0,52.06,18,Thursday,0
5009,2634,3,2,81,1547,2,17.2,1.428,1.167,11.1,1,0.0,53.34,18,Thursday,0
3124,2635,4,10,60,2282,1,12.3,0.715,2.554,6.7,1,0.0,50.06,9,Tuesday,0
7161,2635,5,9,8,1147,2,17.9,0.594,2.483,10.4,1,0.0,66.66,9,Tuesday,0
3126,2636,4,10,80,823,2,31.2,0.666,2.465,19.7,0,1.2,59.76,12,Wednesday,1
8712,2636,3,4,108,2302,2,20.6,2.74,3.244,2.7,1,0.0,72.12,12,Wednesday,1
3127,2637,3,2,110,1690,1,9.5,1.157,0.593,4.0,1,0.0,21.17,3,Tuesday,0
3128,2638,1,7,13,2447,4,16.4,1.424,2.564,8.7,1,0.0,21.69,4,Thursday,0
3129,2639,4,7,103,534,1,31.5,1.306,2.09,18.1,0,1.5,36.5,20,Saturday,1
3162,2639,1,2,70,7,1,23.4,1.937,1.463,12.7,1,0.0,36.63,20,Saturday,1
5047,2639,1,4,65,2762,2,14.9,0.681,0.874,11.6,1,0.0,89.04,20,Saturday,1
6212,2639,2,6,119,2453,1,25.8,2.947,2.228,6.0,1,0.0,25.95,20,Saturday,1
3130,2640,5,5,171,2764,3,17.2,1.175,2.336,11.1,1,0.0,25.44,9,Wednesday,0
9281,2640,4,6,9,798,2,14.2,1.384,0.954,9.5,1,0.0,71.87,9,Wednesday,0
9742,2640,3,4,144,1670,3,11.9,0.905,2.168,9.6,1,0.0,21.29,9,Wednesday,0
3131,2641,1,9,103,2333,1,35.2,2.62,2.617,13.0,0,5.2,76.93,14,Friday,1
4200,2641,4,3,17,336,2,19.3,1.864,1.985,7.5,1,0.0,93.04,14,Friday,1
3132,2642,2,8,65,4,1,25.6,2.657,1.49,14.6,1,0.0,68.52,19,Thursday,1
4516,2642,5,5,91,401,1,23.9,1.335,2.008,13.5,1,0.0,40.03,19,Thursday,1
3133,2643,4,1,87,575,1,30.7,2.762,2.852,13.0,0,0.7,68.72,21,Saturday,1
3848,2643,2,2,97,980,1,29.3,1.245,1.66,18.9,1,0.0,66.05,21,Saturday,1
8955,2643,4,3,191,224,1,34.6,2.407,2.251,18.4,0,4.6,28.07,21,Saturday,1
3134,2644,5,6,4,643,1,13.4,1.422,1.54,7.3,1,0.0,94.68,15,Wednesday,0
3135,2645,2,10,82,2310,4,8.7,1.45,2.603,2.1,1,0.0,54.48,6,Saturday,0
3136,2646,1,5,196,936,2,17.3,0.843,2.524,12.9,1,0.0,88.35,1,Wednesday,0
3137,2647,3,2,76,2636,1,13.6,1.332,2.614,3.0,1,0.0,71.39,22,Friday,0
7400,2647,5,6,79,1786,4,15.6,1.219,1.721,6.6,1,0.0,94.43,22,Friday,0
3138,2648,3,4,178,2636,4,9.8,1.624,1.045,6.7,1,0.0,88.21,6,Friday,0
3140,2649,2,5,75,1195,2,29.6,2.951,0.771,17.4,1,0.0,50.38,21,Friday,1
3141,2650,2,9,199,207,1,18.6,1.027,2.274,10.7,1,0.0,63.36,7,Monday,0
3142,2651,2,9,191,1070,2,13.3,1.491,0.733,9.2,1,0.0,81.32,8,Saturday,0
4903,2651,2,5,65,2184,1,16.2,1.267,3.175,5.8,1,0.0,33.49,8,Saturday,0
3143,2652,1,6,7,2106,2,15.9,1.258,2.582,6.9,1,0.0,52.39,17,Friday,0
3144,2653,3,4,168,1104,1,12.7,1.461,0.707,6.6,1,0.0,74.96,22,Sunday,0
3147,2654,2,10,196,829,4,21.9,0.577,2.452,15.0,1,0.0,72.1,18,Wednesday,0
8529,2654,4,6,118,49,2,12.1,0.742,2.248,5.4,1,0.0,77.32,18,Wednesday,0
3148,2655,2,6,191,2625,1,20.1,1.467,1.445,13.2,1,0.0,56.07,23,Friday,0
5179,2655,4,5,125,2350,1,10.8,1.08,2.842,2.6,1,0.0,43.67,23,Friday,0
9236,2655,1,1,1,274,1,18.4,0.819,1.823,12.5,1,0.0,81.23,23,Friday,0
3149,2656,3,10,28,2127,3,13.6,1.276,1.843,9.2,1,0.0,46.1,5,Thursday,0
4992,2656,5,10,19,2654,1,12.9,1.705,2.613,5.6,1,0.0,59.37,5,Thursday,0
3151,2657,4,7,115,2226,1,15.3,1.169,2.447,10.2,1,0.0,89.28,7,Tuesday,0
3152,2658,3,6,171,874,4,14.0,0.812,2.111,8.5,1,0.0,33.22,9,Thursday,0
3153,2659,2,8,6,178,1,8.4,0.617,2.724,3.8,1,0.0,79.21,9,Wednesday,0
3154,2660,1,9,119,232,4,14.8,0.53,1.529,12.9,1,0.0,84.47,16,Friday,0
3155,2661,4,2,56,2032,2,19.9,1.363,2.379,13.2,1,0.0,41.47,7,Thursday,0
3158,2662,5,8,152,2894,3,10.1,0.751,1.204,3.5,1,0.0,78.94,6,Monday,0
9215,2662,5,3,131,2322,1,16.4,1.326,1.445,9.3,1,0.0,49.84,6,Monday,0
9418,2662,3,4,20,1663,2,12.6,0.809,0.639,10.1,1,0.0,76.25,6,Monday,0
3159,2663,4,5,184,578,1,31.6,1.527,2.681,18.8,0,1.6,60.98,20,Saturday,1
9643,2663,5,9,3,1813,4,25.2,1.274,3.032,13.5,1,0.0,83.86,20,Saturday,1
3160,2664,2,2,29,2219,1,25.3,2.087,2.271,10.8,1,0.0,40.64,12,Saturday,1
5806,2664,5,2,173,1040,1,25.7,0.592,1.91,15.8,1,0.0,19.27,12,Saturday,1
3161,2665,4,2,72,1529,1,13.1,1.204,2.795,4.8,1,0.0,23.43,18,Wednesday,0
8968,2665,2,8,48,2959,1,8.0,0.815,0.351,6.4,1,0.0,48.38,18,Wednesday,0
3163,2666,2,3,118,789,4,8.3,0.496,0.98,7.5,1,0.0,44.02,9,Monday,0
8624,2666,2,6,191,2974,1,11.6,1.85,1.173,4.0,1,0.0,63.01,9,Monday,0
3164,2667,2,8,186,623,1,7.2,0.589,1.546,2.2,1,0.0,75.19,8,Friday,0
3166,2668,5,8,126,2906,1,15.7,1.297,2.84,8.6,1,0.0,15.01,0,Tuesday,0
3458,2668,4,4,76,2280,1,12.8,0.528,1.892,8.4,1,0.0,33.66,0,Tuesday,0
5089,2668,2,10,105,2939,1,12.9,1.329,1.763,8.5,1,0.0,62.96,0,Tuesday,0
6321,2668,1,7,187,486,1,12.2,1.748,2.415,5.0,1,0.0,77.58,0,Tuesday,0
3167,2669,5,7,32,1628,3,16.5,1.371,2.635,7.6,1,0.0,49.55,7,Sunday,0
4540,2669,1,6,139,2182,2,17.4,1.491,2.78,9.2,1,0.0,43.43,7,Sunday,0
